name,name_variant_ENA,corresponding_DwC,name_origin,MIxS_section,DwC_section,expected_unit,synonyms,definition,polaaar_emof,polaaar_template,polaaarDB_environment,MIxS_core,DwC_Event,DwC_Occurrence,DwC_eMoF,air,built_environment,host_associated,human_associated,human_gut,human_oral,human_skin,human_vaginal,microbial_mat_biofilm,miscellaneous_natural_or_artificial_environment,plant_associated,sediment,soil,wastewater_sludge,water
countryCode,,countryCode,DwC,miscellaneous,Location,alphanumeric,countrycode,The standard code for the country in which the Location occurs. Recommended best practice is to use ISO 3166-1-alpha-2 country codes.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stateProvince,,stateProvince,DwC,miscellaneous,Location,alphanumeric,stateprovince,The name of the next smaller administrative region than country (state; province; canton; department; region; etc.) in which the Location occurs.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
county,,county,DwC,miscellaneous,Location,alphanumeric,county,The full; unabbreviated name of the next smaller administrative region than stateProvince (county; shire; department; etc.) in which the Location occurs.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
municipality,,municipality,DwC,miscellaneous,Location,alphanumeric,municipality,The full; unabbreviated name of the next smaller administrative region than county (city; municipality; etc.) in which the Location occurs. Do not use this term for a nearby named place that does not contain the actual location.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
verbatimLocality,,verbatimLocality,DwC,miscellaneous,Location,alphanumeric,verbatimlocality,The original textual description of the place.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minimumElevationInMeters,,minimumElevationInMeters,DwC,miscellaneous,Location,alphanumeric,minimumelevationinmeters,The lower limit of the range of elevation (altitude; usually above sea level); in meters.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maximumElevationInMeters,,maximumElevationInMeters,DwC,miscellaneous,Location,alphanumeric,maximumelevationinmeters,The upper limit of the range of elevation (altitude; usually above sea level); in meters.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
verbatimElevation,,verbatimElevation,DwC,miscellaneous,Location,alphanumeric,verbatimelevation,The original description of the elevation (altitude; usually above sea level) of the Location.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minimumDepthInMeters,,minimumDepthInMeters,DwC,miscellaneous,Location,alphanumeric,minimumdepthinmeters,The lesser depth of a range of depth below the local surface; in meters.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maximumDepthInMeters,,maximumDepthInMeters,DwC,miscellaneous,Location,alphanumeric,maximumdepthinmeters,The greater depth of a range of depth below the local surface; in meters.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
verbatimDepth,,verbatimDepth,DwC,miscellaneous,Location,alphanumeric,verbatimdepth,The original description of the depth below the local surface.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minimumDistanceAboveSurfaceInMeters,,minimumDistanceAboveSurfaceInMeters,DwC,miscellaneous,Location,alphanumeric,minimumdistanceabovesurfaceinmeters,The lesser distance in a range of distance from a reference surface in the vertical direction; in meters. Use positive values for locations above the surface; negative values for locations below. If depth measures are given; the reference surface is the location given by the depth; otherwise the reference surface is the location given by the elevation.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maximumDistanceAboveSurfaceInMeters,,maximumDistanceAboveSurfaceInMeters,DwC,miscellaneous,Location,alphanumeric,maximumdistanceabovesurfaceinmeters,The greater distance in a range of distance from a reference surface in the vertical direction; in meters. Use positive values for locations above the surface; negative values for locations below. If depth measures are given; the reference surface is the location given by the depth; otherwise the reference surface is the location given by the elevation.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
locationAccordingTo,,locationAccordingTo,DwC,miscellaneous,Location,alphanumeric,locationaccordingto,Information about the source of this Location information. Could be a publication (gazetteer); institution; or team of individuals.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
locationRemarks,,locationRemarks,DwC,miscellaneous,Location,alphanumeric,locationremarks,Comments or notes about the Location.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
geodeticDatum,,geodeticDatum,DwC,miscellaneous,Location,alphanumeric,geodeticdatum,"The ellipsoid; geodetic datum; or spatial reference system (SRS) upon which the geographic coordinates given in decimalLatitude and decimalLongitude as based. Recommended best practice is use the EPSG code as a controlled vocabulary to provide an SRS; if known. Otherwise use a controlled vocabulary for the name or code of the geodetic datum; if known. Otherwise use a controlled vocabulary for the name or code of the ellipsoid; if known. If none of these is known; use the value ""unknown"".",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coordinateUncertaintyInMeters,,coordinateUncertaintyInMeters,DwC,miscellaneous,Location,alphanumeric,coordinateuncertaintyinmeters,The horizontal distance (in meters) from the given decimalLatitude and decimalLongitude describing the smallest circle containing the whole of the Location. Leave the value empty if the uncertainty is unknown; cannot be estimated; or is not applicable (because there are no coordinates). Zero is not a valid value for this term. ,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coordinatePrecision,,coordinatePrecision,DwC,miscellaneous,Location,alphanumeric,coordinateprecision,A decimal representation of the precision of the coordinates given in the decimalLatitude and decimalLongitude.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pointRadiusSpatialFit,,pointRadiusSpatialFit,DwC,miscellaneous,Location,alphanumeric,pointradiusspatialfit,The ratio of the area of the point-radius (decimalLatitude; decimalLongitude; coordinateUncertaintyInMeters) to the area of the true (original; or most specific) spatial representation of the Location. Legal values are 0; greater than or equal to 1; or undefined. A value of 1 is an exact match or complete overlap. A value of 0 should be used if the given point-radius does not completely contain the original representation. The pointRadiusSpatialFit is undefined (and should be left blank) if the original representation is a point without uncertainty and the given georeference is not that same point (without uncertainty). If both the original and the given georeference are the same point; the pointRadiusSpatialFit is 1. ,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
verbatimCoordinates,,verbatimCoordinates,DwC,miscellaneous,Location,alphanumeric,verbatimcoordinates,The verbatim original spatial coordinates of the Location. The coordinate ellipsoid; geodeticDatum; or full Spatial Reference System (SRS) for these coordinates should be stored in verbatimSRS and the coordinate system should be stored in verbatimCoordinateSystem. ,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
verbatimLatitude,,verbatimLatitude,DwC,miscellaneous,Location,alphanumeric,verbatimlatitude,The verbatim original latitude of the Location. The coordinate ellipsoid; geodeticDatum; or full Spatial Reference System (SRS) for these coordinates should be stored in verbatimSRS and the coordinate system should be stored in verbatimCoordinateSystem. ,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
verbatimLongitude,,verbatimLongitude,DwC,miscellaneous,Location,alphanumeric,verbatimlongitude,The verbatim original longitude of the Location. The coordinate ellipsoid; geodeticDatum; or full Spatial Reference System (SRS) for these coordinates should be stored in verbatimSRS and the coordinate system should be stored in verbatimCoordinateSystem. ,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
verbatimCoordinateSystem,,verbatimCoordinateSystem,DwC,miscellaneous,Location,alphanumeric,verbatimcoordinatesystem,The spatial coordinate system for the verbatimLatitude and verbatimLongitude or the verbatimCoordinates of the Location. Recommended best practice is to use a controlled vocabulary.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
verbatimSRS,,verbatimSRS,DwC,miscellaneous,Location,alphanumeric,verbatimsrs,"The ellipsoid; geodetic datum; or spatial reference system (SRS) upon which coordinates given in verbatimLatitude and verbatimLongitude; or verbatimCoordinates are based. Recommended best practice is use the EPSG code as a controlled vocabulary to provide an SRS; if known. Otherwise use a controlled vocabulary for the name or code of the geodetic datum; if known. Otherwise use a controlled vocabulary for the name or code of the ellipsoid; if known. If none of these is known; use the value ""unknown"". ",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
footprintSRS,,footprintSRS,DwC,miscellaneous,Location,alphanumeric,footprintsrs,A Well-Known Text (WKT) representation of the Spatial Reference System (SRS) for the footprintWKT of the Location. Do not use this term to describe the SRS of the decimalLatitude and decimalLongitude; even if it is the same as for the footprintWKT - use the geodeticDatum instead.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
footprintSpatialFit,,footprintSpatialFit,DwC,miscellaneous,Location,alphanumeric,footprintspatialfit,The ratio of the area of the footprint (footprintWKT) to the area of the true (original; or most specific) spatial representation of the Location. Legal values are 0; greater than or equal to 1; or undefined. A value of 1 is an exact match or complete overlap. A value of 0 should be used if the given footprint does not completely contain the original representation. The footprintSpatialFit is undefined (and should be left blank) if the original representation is a point and the given georeference is not that same point. If both the original and the given georeference are the same point; the footprintSpatialFit is 1.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
georeferencedBy,,georeferencedBy,DwC,miscellaneous,Location,alphanumeric,georeferencedby,A list (concatenated and separated) of names of people; groups; or organizations who determined the georeference (spatial representation) the Location. The recommended best practice is to separate the values with a vertical bar (' | ').,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
georeferencedDate,,georeferencedDate,DwC,miscellaneous,Location,alphanumeric,georeferenceddate,The date on which the Location was georeferenced. Recommended best practice is to use an encoding scheme; such as ISO 8601:2004(E).,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
georeferenceProtocol,,georeferenceProtocol,DwC,miscellaneous,Location,alphanumeric,georeferenceprotocol,A description or reference to the methods used to determine the spatial footprint; coordinates; and uncertainties.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
georeferenceSources,,georeferenceSources,DwC,miscellaneous,Location,alphanumeric,georeferencesources,A list (concatenated and separated) of maps; gazetteers; or other resources used to georeference the Location; described specifically enough to allow anyone in the future to use the same resources. The recommended best practice is to separate the values with a vertical bar (' | ').,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
georeferenceVerificationStatus,,georeferenceVerificationStatus,DwC,miscellaneous,Location,alphanumeric,georeferenceverificationstatus,A categorical description of the extent to which the georeference has been verified to represent the best possible spatial description. Recommended best practice is to use a controlled vocabulary.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
georeferenceRemarks,,georeferenceRemarks,DwC,miscellaneous,Location,alphanumeric,georeferenceremarks,Notes or comments about the spatial description determination; explaining assumptions made in addition or opposition to the those formalized in the method referred to in georeferenceProtocol.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
geologicalContextID,,geologicalContextID,DwC,miscellaneous,GeologicalContext,alphanumeric,geologicalcontextid,An identifier for the set of information associated with a GeologicalContext (the location within a geological context; such as stratigraphy). May be a global unique identifier or an identifier specific to the data set.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
earliestEonOrLowestEonothem,,earliestEonOrLowestEonothem,DwC,miscellaneous,GeologicalContext,alphanumeric,earliesteonorlowesteonothem,"The full name of the earliest possible geochronologic eon or lowest chrono-stratigraphic eonothem or the informal name (""Precambrian"") attributable to the stratigraphic horizon from which the cataloged item was collected. ",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
latestEonOrHighestEonothem,,latestEonOrHighestEonothem,DwC,miscellaneous,GeologicalContext,alphanumeric,latesteonorhighesteonothem,"The full name of the latest possible geochronologic eon or highest chrono-stratigraphic eonothem or the informal name (""Precambrian"") attributable to the stratigraphic horizon from which the cataloged item was collected. ",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
earliestEraOrLowestErathem,,earliestEraOrLowestErathem,DwC,miscellaneous,GeologicalContext,alphanumeric,earliesteraorlowesterathem,The full name of the earliest possible geochronologic era or lowest chronostratigraphic erathem attributable to the stratigraphic horizon from which the cataloged item was collected.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
latestEraOrHighestErathem,,latestEraOrHighestErathem,DwC,miscellaneous,GeologicalContext,alphanumeric,latesteraorhighesterathem,The full name of the latest possible geochronologic era or highest chronostratigraphic erathem attributable to the stratigraphic horizon from which the cataloged item was collected.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
earliestPeriodOrLowestSystem,,earliestPeriodOrLowestSystem,DwC,miscellaneous,GeologicalContext,alphanumeric,earliestperiodorlowestsystem,The full name of the earliest possible geochronologic period or lowest chronostratigraphic system attributable to the stratigraphic horizon from which the cataloged item was collected. ,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
latestPeriodOrHighestSystem,,latestPeriodOrHighestSystem,DwC,miscellaneous,GeologicalContext,alphanumeric,latestperiodorhighestsystem,The full name of the latest possible geochronologic period or highest chronostratigraphic system attributable to the stratigraphic horizon from which the cataloged item was collected. ,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
earliestEpochOrLowestSeries,,earliestEpochOrLowestSeries,DwC,miscellaneous,GeologicalContext,alphanumeric,earliestepochorlowestseries,The full name of the earliest possible geochronologic epoch or lowest chronostratigraphic series attributable to the stratigraphic horizon from which the cataloged item was collected.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
latestEpochOrHighestSeries,,latestEpochOrHighestSeries,DwC,miscellaneous,GeologicalContext,alphanumeric,latestepochorhighestseries,The full name of the latest possible geochronologic epoch or highest chronostratigraphic series attributable to the stratigraphic horizon from which the cataloged item was collected.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
earliestAgeOrLowestStage,,earliestAgeOrLowestStage,DwC,miscellaneous,GeologicalContext,alphanumeric,earliestageorloweststage,The full name of the earliest possible geochronologic age or lowest chronostratigraphic stage attributable to the stratigraphic horizon from which the cataloged item was collected.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
latestAgeOrHighestStage,,latestAgeOrHighestStage,DwC,miscellaneous,GeologicalContext,alphanumeric,latestageorhigheststage,The full name of the latest possible geochronologic age or highest chronostratigraphic stage attributable to the stratigraphic horizon from which the cataloged item was collected.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lowestBiostratigraphicZone,,lowestBiostratigraphicZone,DwC,miscellaneous,GeologicalContext,alphanumeric,lowestbiostratigraphiczone,The full name of the lowest possible geological biostratigraphic zone of the stratigraphic horizon from which the cataloged item was collected.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
highestBiostratigraphicZone,,highestBiostratigraphicZone,DwC,miscellaneous,GeologicalContext,alphanumeric,highestbiostratigraphiczone,The full name of the highest possible geological biostratigraphic zone of the stratigraphic horizon from which the cataloged item was collected.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lithostratigraphicTerms,,lithostratigraphicTerms,DwC,miscellaneous,GeologicalContext,alphanumeric,lithostratigraphicterms,The combination of all litho-stratigraphic names for the rock from which the cataloged item was collected.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group,,group,DwC,miscellaneous,GeologicalContext,alphanumeric,group,The full name of the lithostratigraphic group from which the cataloged item was collected.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
formation,,formation,DwC,miscellaneous,GeologicalContext,alphanumeric,formation,The full name of the lithostratigraphic formation from which the cataloged item was collected.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
member,,member,DwC,miscellaneous,GeologicalContext,alphanumeric,member,The full name of the lithostratigraphic member from which the cataloged item was collected.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bed,,bed,DwC,miscellaneous,GeologicalContext,alphanumeric,bed,The full name of the lithostratigraphic bed from which the cataloged item was collected.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
identificationID,,identificationID,DwC,miscellaneous,Identification,alphanumeric,identificationid,An identifier for the Identification (the body of information associated with the assignment of a scientific name). May be a global unique identifier or an identifier specific to the data set.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
identificationQualifier,,identificationQualifier,DwC,miscellaneous,Identification,alphanumeric,identificationqualifier,"A brief phrase or a standard term (""cf.""; ""aff."") to express the determiner's doubts about the Identification.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
typeStatus,,typeStatus,DwC,miscellaneous,Identification,alphanumeric,typestatus,A list (concatenated and separated) of nomenclatural types (type status; typified scientific name; publication) applied to the subject.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
identifiedBy,,identifiedBy,DwC,miscellaneous,Identification,alphanumeric,identifiedby,A list (concatenated and separated) of names of people; groups; or organizations who assigned the Taxon to the subject.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dateIdentified,,dateIdentified,DwC,miscellaneous,Identification,alphanumeric,dateidentified,The date on which the subject was identified as representing the Taxon. Recommended best practice is to use an encoding scheme; such as ISO 8601:2004(E).,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
identificationReferences,,identificationReferences,DwC,miscellaneous,Identification,alphanumeric,identificationreferences,A list (concatenated and separated) of references (publication; global unique identifier; URI) used in the Identification.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
identificationVerificationStatus,,identificationVerificationStatus,DwC,miscellaneous,Identification,alphanumeric,identificationverificationstatus,A categorical indicator of the extent to which the taxonomic identification has been verified to be correct. Recommended best practice is to use a controlled vocabulary such as that used in HISPID/ABCD.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
identificationRemarks,,identificationRemarks,DwC,miscellaneous,Identification,alphanumeric,identificationremarks,Comments or notes about the Identification.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taxonID,,taxonID,DwC,miscellaneous,Taxon,alphanumeric,taxonid,An identifier for the set of taxon information (data associated with the Taxon class). May be a global unique identifier or an identifier specific to the data set.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
namePublishedInID,,namePublishedInID,DwC,miscellaneous,Taxon,alphanumeric,namepublishedinid,An identifier for the publication in which the scientificName was originally established under the rules of the associated nomenclaturalCode. ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acceptedNameUsage,,acceptedNameUsage,DwC,miscellaneous,Taxon,alphanumeric,acceptednameusage,The full name; with authorship and date information if known; of the currently valid (zoological) or accepted (botanical) taxon.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parentNameUsage,,parentNameUsage,DwC,miscellaneous,Taxon,alphanumeric,parentnameusage,The full name; with authorship and date information if known; of the direct; most proximate higher-rank parent taxon (in a classification) of the most specific element of the scientificName.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
originalNameUsage,,originalNameUsage,DwC,miscellaneous,Taxon,alphanumeric,originalnameusage,The taxon name; with authorship and date information if known; as it originally appeared when first established under the rules of the associated nomenclaturalCode. The basionym (botany) or basonym (bacteriology) of the scientificName or the senior/earlier homonym for replaced names.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
namePublishedIn,,namePublishedIn,DwC,miscellaneous,Taxon,alphanumeric,namepublishedin,A reference for the publication in which the scientificName was originally established under the rules of the associated nomenclaturalCode.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
namePublishedInYear,,namePublishedInYear,DwC,miscellaneous,Taxon,alphanumeric,namepublishedinyear,The four-digit year in which the scientificName was published.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
verbatimTaxonRank,,verbatimTaxonRank,DwC,miscellaneous,Taxon,alphanumeric,verbatimtaxonrank,The taxonomic rank of the most specific name in the scientificName as it appears in the original record.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nomenclaturalCode,,nomenclaturalCode,DwC,miscellaneous,Taxon,alphanumeric,nomenclaturalcode,The nomenclatural code (or codes in the case of an ambiregnal name) under which the scientificName is constructed. Recommended best practice is to use a controlled vocabulary.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taxonomicStatus,,taxonomicStatus,DwC,miscellaneous,Taxon,alphanumeric,taxonomicstatus,The status of the use of the scientificName as a label for a taxon. Requires taxonomic opinion to define the scope of a taxon. Rules of priority then are used to define the taxonomic status of the nomenclature contained in that scope; combined with the experts opinion. It must be linked to a specific taxonomic reference that defines the concept. Recommended best practice is to use a controlled vocabulary.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nomenclaturalStatus,,nomenclaturalStatus,DwC,miscellaneous,Taxon,alphanumeric,nomenclaturalstatus,The status related to the original publication of the name and its conformance to the relevant rules of nomenclature. It is based essentially on an algorithm according to the business rules of the code. It requires no taxonomic opinion.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taxonRemarks,,taxonRemarks,DwC,miscellaneous,Taxon,alphanumeric,taxonremarks,Comments or notes about the taxon or name.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
measurementID,,measurementID,DwC,miscellaneous,MeasurementOrFact,alphanumeric,measurementid,An identifier for the MeasurementOrFact (information pertaining to measurements; facts; characteristics; or assertions). May be a global unique identifier or an identifier specific to the data set.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
measurementType,,measurementType,DwC,miscellaneous,MeasurementOrFact,alphanumeric,measurementtype,The nature of the measurement; fact; characteristic; or assertion. Recommended best practice is to use a controlled vocabulary.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
measurementTypeID,,measurementTypeID,DwC,miscellaneous,MeasurementOrFact,alphanumeric,measurementtypeid,An identifier for the measurementType (global unique identifier; URI). The identifier should reference the measurementType in a vocabulary.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
measurementValue,,measurementValue,DwC,miscellaneous,MeasurementOrFact,alphanumeric,measurementvalue,The value of the measurement; fact; characteristic; or assertion.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
measurementValueID,,measurementValueID,DwC,miscellaneous,MeasurementOrFact,alphanumeric,measurementvalueid,An identifier for facts stored in the column measurementValue (global unique identifier; URI). This identifier can reference a controlled vocabulary (e.g. for sampling instrument names; methodologies; life stages) or reference a methodology paper with a DOI. When the measurementValue refers to a value and not to a fact; the measurementvalueID has no meaning and should remain empty.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
measurementAccuracy,,measurementAccuracy,DwC,miscellaneous,MeasurementOrFact,alphanumeric,measurementaccuracy,The description of the potential error associated with the measurementValue.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
measurementUnit,,measurementUnit,DwC,miscellaneous,MeasurementOrFact,alphanumeric,measurementunit,The units associated with the measurementValue. Recommended best practice is to use the International System of Units (SI).,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
measurementUnitID,,measurementUnitID,DwC,miscellaneous,MeasurementOrFact,alphanumeric,measurementunitid,An identifier for the measurementUnit (global unique identifier; URI). The identifier should reference the measurementUnit in a vocabulary. ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
measurementDeterminedDate,,measurementDeterminedDate,DwC,miscellaneous,MeasurementOrFact,alphanumeric,measurementdetermineddate,The date on which the MeasurementOrFact was made. Recommended best practice is to use an encoding scheme; such as ISO 8601:2004(E).,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
measurementDeterminedBy,,measurementDeterminedBy,DwC,miscellaneous,MeasurementOrFact,alphanumeric,measurementdeterminedby,A list (concatenated and separated) of names of people; groups; or organizations who determined the value of the MeasurementOrFact.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
measurementMethod,,measurementMethod,DwC,miscellaneous,MeasurementOrFact,alphanumeric,measurementmethod,A description of or reference to (publication; URI) the method or protocol used to determine the measurement; fact; characteristic; or assertion.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
measurementRemarks,,measurementRemarks,DwC,miscellaneous,MeasurementOrFact,alphanumeric,measurementremarks,Comments or notes accompanying the MeasurementOrFact.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
library_source,library source,,INSDC,miscellaneous,miscellaneous,alphanumeric,library_source,The type of study; either genomic; metagenomic; transcriptomic; metatranscriptomic; viral RNA; synthetic or other.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
library_layout,library layout,,INSDC,miscellaneous,miscellaneous,alphanumeric,library_layout,Type of library layout for sequencing: either paired end or single end,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
insert_size,insert size,,INSDC,miscellaneous,miscellaneous,alphanumeric,insert_size,The number of bases per read sequenced,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bioproject,,,INSDC,miscellaneous,miscellaneous,alphanumeric,bioproject;sra_project_number,An assocated INSDC BioProject number.,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
biosample,,,INSDC,miscellaneous,miscellaneous,alphanumeric,biosample,An assocated INSDC BioSample number.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genbank_accession_numbers,,,INSDC,miscellaneous,miscellaneous,alphanumeric,genbank_accession_numbers,An assocated INSDC GenBank accession number.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
number_of_bases_predicted,,,INSDC,miscellaneous,miscellaneous,alphanumeric,number_of_bases_predicted;bases,The number of bases predicted in a sequenced sample,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
run_type,,,INSDC,miscellaneous,miscellaneous,alphanumeric,run_type;librarylayout,The type of sequencing run performed. E.g. Illumina MiSeq 250bp paired-end,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sra_run_number,,,INSDC,miscellaneous,miscellaneous,alphanumeric,sra_run_number;run,An assocated INSDC run accession number. (ERR number),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INSDC_SampleID,,associated_sequences,INSDC,miscellaneous,miscellaneous,alphanumeric,insdc_sampleid;sra_sample_accession_numbers;sample;associated_sequences;sra_number,An assocated INSDC sample accession number. (ERS number),1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
